Feature,XGBoost Accuracy,XGBoost Precision,XGBoost Recall,XGBoost F1 Score
"jobs_created, optional_primary_use_of_funds",0.6296296296296297,0.6731141199226306,0.7265135699373695,0.6987951807228916
"jobs_created, optional_primary_use_of_funds",0.6296296296296297,0.6731141199226306,0.7265135699373695,0.6987951807228916
"jobs_created, optional_revenue_yr_confirmed",0.7111111111111111,0.821522309711286,0.6534446764091858,0.727906976744186
"jobs_created, optional_revenue_yr_confirmed",0.7111111111111111,0.821522309711286,0.6534446764091858,0.727906976744186
"jobs_created, optional_stage",0.5925925925925926,0.5923172242874845,0.9979123173277662,0.7433903576982891
"jobs_created, optional_stage",0.5925925925925926,0.5923172242874845,0.9979123173277662,0.7433903576982891
"jobs_created, support_amount",0.6876543209876543,0.6961805555555556,0.837160751565762,0.7601895734597157
"jobs_created, support_amount",0.6876543209876543,0.6961805555555556,0.837160751565762,0.7601895734597157
"lender_type_category, optional_primary_use_of_funds",0.7765432098765432,0.759581881533101,0.9102296450939458,0.8281101614434947
"lender_type_category, optional_primary_use_of_funds",0.7765432098765432,0.759581881533101,0.9102296450939458,0.8281101614434947
"lender_type_category, optional_revenue_yr_confirmed",0.7481481481481481,0.7342419080068143,0.8997912317327766,0.8086303939962477
"lender_type_category, optional_revenue_yr_confirmed",0.7481481481481481,0.7342419080068143,0.8997912317327766,0.8086303939962477
"lender_type_category, optional_stage",0.6790123456790124,0.732484076433121,0.7202505219206681,0.7263157894736841
"lender_type_category, optional_stage",0.6790123456790124,0.732484076433121,0.7202505219206681,0.7263157894736841
"lender_type_category, support_amount",0.7234567901234568,0.7891156462585034,0.7265135699373695,0.7565217391304347
"lender_type_category, support_amount",0.7234567901234568,0.7891156462585034,0.7265135699373695,0.7565217391304347
"optional_primary_use_of_funds, optional_revenue_yr_confirmed",0.7432098765432099,0.8632707774798928,0.6722338204592901,0.7558685446009389
"optional_primary_use_of_funds, optional_revenue_yr_confirmed",0.7432098765432099,0.8632707774798928,0.6722338204592901,0.7558685446009389
"optional_primary_use_of_funds, optional_stage",0.6407407407407407,0.8587786259541985,0.4697286012526096,0.6072874493927126
"optional_primary_use_of_funds, optional_stage",0.6407407407407407,0.8587786259541985,0.4697286012526096,0.6072874493927126
"optional_primary_use_of_funds, support_amount",0.7592592592592593,0.7439862542955327,0.9039665970772442,0.8162111215834119
"optional_primary_use_of_funds, support_amount",0.7592592592592593,0.7439862542955327,0.9039665970772442,0.8162111215834119
"optional_revenue_yr_confirmed, optional_stage",0.7061728395061728,0.8375350140056023,0.6242171189979123,0.7153110047846889
