Feature,Neural Network Accuracy
"unique_id, revenue, optional_revenue_yr_confirmed",0.845678985118866
"unique_id, revenue, optional_stage",0.8358024954795837
"unique_id, revenue, optional_stage",0.8358024954795837
"unique_id, revenue, optional_stage",0.8358024954795837
"unique_id, revenue, support_amount",0.8135802745819092
"unique_id, revenue, support_amount",0.8135802745819092
"unique_id, revenue, support_amount",0.8135802745819092
"unique_id, full_time_employees, naics_code",0.7654321193695068
"unique_id, full_time_employees, naics_code",0.7654321193695068
"unique_id, full_time_employees, naics_code",0.7654321193695068
"unique_id, full_time_employees, jobs_created",0.7679012417793274
"unique_id, full_time_employees, jobs_created",0.7679012417793274
"unique_id, full_time_employees, jobs_created",0.7679012417793274
"unique_id, full_time_employees, lender_type_category",0.8012345433235168
"unique_id, full_time_employees, lender_type_category",0.8012345433235168
"unique_id, full_time_employees, lender_type_category",0.8012345433235168
"unique_id, full_time_employees, optional_primary_use_of_funds",0.8358024954795837
"unique_id, full_time_employees, optional_primary_use_of_funds",0.8358024954795837
"unique_id, full_time_employees, optional_primary_use_of_funds",0.8358024954795837
"unique_id, full_time_employees, optional_revenue_yr_confirmed",0.8530864119529724
"unique_id, full_time_employees, optional_revenue_yr_confirmed",0.8530864119529724
"unique_id, full_time_employees, optional_revenue_yr_confirmed",0.8530864119529724
"unique_id, full_time_employees, optional_stage",0.8111110925674438
"unique_id, full_time_employees, optional_stage",0.8111110925674438
"unique_id, full_time_employees, optional_stage",0.8111110925674438
"unique_id, full_time_employees, support_amount",0.7753086686134338
"unique_id, full_time_employees, support_amount",0.7753086686134338
"unique_id, full_time_employees, support_amount",0.7753086686134338
"unique_id, naics_code, jobs_created",0.7617284059524536
"unique_id, naics_code, jobs_created",0.7617284059524536
"unique_id, naics_code, jobs_created",0.7617284059524536
"unique_id, naics_code, lender_type_category",0.8160493969917297
"unique_id, naics_code, lender_type_category",0.8160493969917297
"unique_id, naics_code, lender_type_category",0.8160493969917297
"unique_id, naics_code, optional_primary_use_of_funds",0.8419753313064575
"unique_id, naics_code, optional_primary_use_of_funds",0.8419753313064575
"unique_id, naics_code, optional_primary_use_of_funds",0.8419753313064575
"unique_id, naics_code, optional_revenue_yr_confirmed",0.8604938387870789
"unique_id, naics_code, optional_revenue_yr_confirmed",0.8604938387870789
"unique_id, naics_code, optional_revenue_yr_confirmed",0.8604938387870789
"unique_id, naics_code, optional_stage",0.8370370268821716
"unique_id, naics_code, optional_stage",0.8370370268821716
"unique_id, naics_code, optional_stage",0.8370370268821716
"unique_id, naics_code, support_amount",0.7691357731819153
"unique_id, naics_code, support_amount",0.7691357731819153
"unique_id, naics_code, support_amount",0.7691357731819153
"unique_id, jobs_created, lender_type_category",0.809876561164856
"unique_id, jobs_created, lender_type_category",0.809876561164856
"unique_id, jobs_created, lender_type_category",0.809876561164856
"unique_id, jobs_created, optional_primary_use_of_funds",0.8493826985359192
"unique_id, jobs_created, optional_primary_use_of_funds",0.8493826985359192
"unique_id, jobs_created, optional_primary_use_of_funds",0.8493826985359192
"unique_id, jobs_created, optional_revenue_yr_confirmed",0.8641975522041321
"unique_id, jobs_created, optional_revenue_yr_confirmed",0.8641975522041321
"unique_id, jobs_created, optional_revenue_yr_confirmed",0.8641975522041321
"unique_id, jobs_created, optional_stage",0.8395061492919922
"unique_id, jobs_created, optional_stage",0.8395061492919922
"unique_id, jobs_created, optional_stage",0.8395061492919922
